Draw_Date,Number_1,Number_2,Number_3,Number_4,Number_5,Mega_Ball,Multiplier,Original_Combination
02/04/2011,6,20,29,48,55,6,4.0,06 20 29 48 55 MB:6
02/01/2011,16,22,23,26,35,31,4.0,16 22 23 26 35 MB:31
01/28/2011,14,33,48,49,50,18,4.0,14 33 48 49 50 MB:18
01/25/2011,5,8,31,46,50,4,4.0,05 08 31 46 50 MB:4
01/21/2011,5,9,21,35,38,20,4.0,05 09 21 35 38 MB:20
01/18/2011,4,27,29,38,45,5,4.0,04 27 29 38 45 MB:5
01/14/2011,2,15,17,33,35,8,,02 15 17 33 35 MB:8
01/11/2011,1,4,11,16,45,37,,01 04 11 16 45 MB:37
01/07/2011,4,22,42,46,53,20,,04 22 42 46 53 MB:20
01/04/2011,4,8,15,25,47,42,,04 08 15 25 47 MB:42
12/31/2010,10,12,13,35,56,9,,10 12 13 35 56 MB:9
12/28/2010,6,18,36,40,49,7,,06 18 36 40 49 MB:7
12/24/2010,15,16,27,40,52,16,,15 16 27 40 52 MB:16
12/21/2010,8,11,12,31,32,29,,08 11 12 31 32 MB:29
12/17/2010,11,20,26,46,53,12,,11 20 26 46 53 MB:12
12/14/2010,18,22,25,31,38,29,,18 22 25 31 38 MB:29
12/10/2010,23,27,33,44,46,36,,23 27 33 44 46 MB:36
12/07/2010,4,38,45,53,54,9,,04 38 45 53 54 MB:9
12/03/2010,6,11,12,18,56,12,,06 11 12 18 56 MB:12
11/30/2010,11,16,19,47,53,2,,11 16 19 47 53 MB:2
11/26/2010,5,9,34,43,47,8,,05 09 34 43 47 MB:8
11/23/2010,2,6,12,34,35,33,,02 06 12 34 35 MB:33
11/19/2010,7,14,31,51,54,35,,07 14 31 51 54 MB:35
11/16/2010,1,26,27,39,46,21,,01 26 27 39 46 MB:21
11/12/2010,9,26,28,35,38,10,,09 26 28 35 38 MB:10
11/09/2010,8,26,28,33,53,11,,08 26 28 33 53 MB:11
11/05/2010,19,25,34,46,53,15,,19 25 34 46 53 MB:15
11/02/2010,1,3,12,16,54,46,,01 03 12 16 54 MB:46
10/29/2010,4,19,26,28,39,14,,04 19 26 28 39 MB:14
10/26/2010,15,21,30,31,32,26,,15 21 30 31 32 MB:26
10/22/2010,2,7,18,32,53,18,,02 07 18 32 53 MB:18
10/19/2010,2,9,14,37,42,41,,02 09 14 37 42 MB:41
10/15/2010,9,10,13,31,50,10,,09 10 13 31 50 MB:10
10/12/2010,10,31,36,37,43,15,,10 31 36 37 43 MB:15
10/08/2010,24,29,37,48,50,19,,24 29 37 48 50 MB:19
10/05/2010,10,19,24,37,44,27,,10 19 24 37 44 MB:27
10/01/2010,3,8,21,28,52,43,,03 08 21 28 52 MB:43
09/28/2010,2,10,13,36,38,18,,02 10 13 36 38 MB:18
09/24/2010,2,28,38,42,55,25,,02 28 38 42 55 MB:25
09/21/2010,3,20,43,47,52,26,,03 20 43 47 52 MB:26
09/17/2010,3,4,14,18,27,13,,03 04 14 18 27 MB:13
09/14/2010,6,14,50,55,56,1,,06 14 50 55 56 MB:1
09/10/2010,11,12,17,21,23,20,,11 12 17 21 23 MB:20
09/07/2010,8,18,22,24,38,23,,08 18 22 24 38 MB:23
09/03/2010,10,13,20,28,36,9,,10 13 20 28 36 MB:9
08/31/2010,10,20,29,47,48,38,,10 20 29 47 48 MB:38
08/27/2010,4,10,26,32,41,31,,04 10 26 32 41 MB:31
08/24/2010,4,23,24,28,32,31,,04 23 24 28 32 MB:31
08/20/2010,4,13,20,29,48,36,,04 13 20 29 48 MB:36
08/17/2010,11,19,40,43,44,33,,11 19 40 43 44 MB:33
08/13/2010,6,17,24,43,55,36,,06 17 24 43 55 MB:36
08/10/2010,2,14,26,50,56,12,,02 14 26 50 56 MB:12
08/06/2010,7,13,30,33,54,30,,07 13 30 33 54 MB:30
08/03/2010,4,13,20,22,56,32,,04 13 20 22 56 MB:32
07/30/2010,11,30,40,48,52,42,,11 30 40 48 52 MB:42
07/27/2010,2,7,10,16,29,8,,02 07 10 16 29 MB:8
07/23/2010,16,19,39,44,49,26,,16 19 39 44 49 MB:26
07/20/2010,12,18,28,36,43,19,,12 18 28 36 43 MB:19
07/16/2010,2,15,18,20,39,34,,02 15 18 20 39 MB:34
07/13/2010,7,11,14,15,34,14,,07 11 14 15 34 MB:14
07/09/2010,1,31,33,34,50,41,,01 31 33 34 50 MB:41
07/06/2010,8,18,45,47,50,36,,08 18 45 47 50 MB:36
07/02/2010,1,10,12,32,36,25,,01 10 12 32 36 MB:25
06/29/2010,3,4,15,27,37,35,,03 04 15 27 37 MB:35
06/25/2010,1,2,13,19,27,21,,01 02 13 19 27 MB:21
06/22/2010,12,17,21,23,30,24,,12 17 21 23 30 MB:24
06/18/2010,11,36,37,41,55,7,,11 36 37 41 55 MB:7
06/15/2010,4,12,13,21,27,46,,04 12 13 21 27 MB:46
06/11/2010,6,13,33,34,42,25,,06 13 33 34 42 MB:25
06/08/2010,12,18,28,48,54,6,,12 18 28 48 54 MB:6
06/04/2010,12,13,15,17,50,23,,12 13 15 17 50 MB:23
06/01/2010,12,27,44,45,51,30,,12 27 44 45 51 MB:30
05/28/2010,3,11,20,29,39,26,,03 11 20 29 39 MB:26
05/25/2010,5,14,17,19,24,25,,05 14 17 19 24 MB:25
05/21/2010,15,20,23,26,30,17,,15 20 23 26 30 MB:17
05/18/2010,11,13,19,37,40,26,,11 13 19 37 40 MB:26
05/14/2010,20,21,40,47,56,12,,20 21 40 47 56 MB:12
05/11/2010,26,33,43,46,54,9,,26 33 43 46 54 MB:9
05/07/2010,2,7,20,34,50,40,,02 07 20 34 50 MB:40
05/04/2010,9,21,31,36,43,8,,09 21 31 36 43 MB:8
04/30/2010,14,20,41,47,53,40,,14 20 41 47 53 MB:40
04/27/2010,23,37,41,50,55,6,,23 37 41 50 55 MB:6
04/23/2010,19,26,28,37,52,18,,19 26 28 37 52 MB:18
04/20/2010,5,8,10,34,42,25,,05 08 10 34 42 MB:25
04/16/2010,10,16,31,48,50,44,,10 16 31 48 50 MB:44
04/13/2010,3,12,27,39,47,32,,03 12 27 39 47 MB:32
04/09/2010,15,18,39,48,53,3,,15 18 39 48 53 MB:3
04/06/2010,16,43,44,52,56,26,,16 43 44 52 56 MB:26
04/02/2010,2,17,22,30,31,19,,02 17 22 30 31 MB:19
03/30/2010,1,11,24,38,44,41,,01 11 24 38 44 MB:41
03/26/2010,23,41,46,47,52,22,,23 41 46 47 52 MB:22
03/23/2010,3,25,28,29,40,13,,03 25 28 29 40 MB:13
03/19/2010,10,31,45,50,54,25,,10 31 45 50 54 MB:25
03/16/2010,3,22,48,52,56,13,,03 22 48 52 56 MB:13
03/12/2010,2,15,25,48,53,41,,02 15 25 48 53 MB:41
03/09/2010,14,16,18,19,29,16,,14 16 18 19 29 MB:16
03/05/2010,11,31,34,44,52,32,,11 31 34 44 52 MB:32
03/02/2010,9,12,47,48,56,25,,09 12 47 48 56 MB:25
02/26/2010,4,14,29,54,56,40,,04 14 29 54 56 MB:40
02/23/2010,4,16,36,40,53,18,,04 16 36 40 53 MB:18
02/19/2010,1,22,39,42,46,36,,01 22 39 42 46 MB:36
02/16/2010,11,12,21,29,45,5,,11 12 21 29 45 MB:5
02/12/2010,14,16,17,33,47,23,,14 16 17 33 47 MB:23
02/09/2010,2,17,20,26,48,12,,02 17 20 26 48 MB:12
02/05/2010,10,20,45,51,53,41,,10 20 45 51 53 MB:41
02/02/2010,6,7,26,27,49,9,,06 07 26 27 49 MB:9
01/29/2010,1,10,22,23,38,19,,01 10 22 23 38 MB:19
01/26/2010,7,8,38,39,48,22,,07 08 38 39 48 MB:22
01/22/2010,8,13,27,28,52,9,,08 13 27 28 52 MB:9
01/19/2010,4,5,34,38,41,18,,04 05 34 38 41 MB:18
01/15/2010,4,7,19,21,38,29,,04 07 19 21 38 MB:29
01/12/2010,5,9,31,37,56,16,,05 09 31 37 56 MB:16
01/08/2010,18,20,31,36,43,33,,18 20 31 36 43 MB:33
01/05/2010,13,28,39,50,55,10,,13 28 39 50 55 MB:10
01/01/2010,6,8,27,40,41,21,,06 08 27 40 41 MB:21
12/29/2009,2,5,29,35,51,3,,02 05 29 35 51 MB:3
12/22/2009,3,33,35,39,45,13,,03 33 35 39 45 MB:13
12/18/2009,10,20,30,44,49,24,,10 20 30 44 49 MB:24
12/15/2009,27,31,32,36,47,35,,27 31 32 36 47 MB:35
12/11/2009,2,21,27,34,44,45,,02 21 27 34 44 MB:45
12/08/2009,20,23,28,30,46,29,,20 23 28 30 46 MB:29
12/04/2009,4,33,41,51,56,38,,04 33 41 51 56 MB:38
12/01/2009,17,30,39,52,53,21,,17 30 39 52 53 MB:21
11/27/2009,12,25,37,39,45,11,,12 25 37 39 45 MB:11
11/24/2009,10,11,35,37,50,12,,10 11 35 37 50 MB:12
11/20/2009,3,4,7,16,56,39,,03 04 07 16 56 MB:39
11/17/2009,8,22,27,49,50,28,,08 22 27 49 50 MB:28
11/13/2009,27,43,45,49,54,44,,27 43 45 49 54 MB:44
11/10/2009,8,21,29,34,37,15,,08 21 29 34 37 MB:15
11/06/2009,7,11,27,40,46,8,,07 11 27 40 46 MB:8
11/03/2009,5,18,23,31,38,20,,05 18 23 31 38 MB:20
10/30/2009,4,15,17,29,38,20,,04 15 17 29 38 MB:20
10/27/2009,7,13,37,46,51,2,,07 13 37 46 51 MB:2
10/23/2009,27,45,48,54,56,2,,27 45 48 54 56 MB:2
10/20/2009,13,17,25,45,55,8,,13 17 25 45 55 MB:8
10/16/2009,10,13,18,33,51,43,,10 13 18 33 51 MB:43
10/13/2009,17,31,34,45,51,24,,17 31 34 45 51 MB:24
10/09/2009,3,14,21,24,51,14,,03 14 21 24 51 MB:14
10/06/2009,9,33,51,53,56,39,,09 33 51 53 56 MB:39
10/02/2009,15,24,51,53,55,11,,15 24 51 53 55 MB:11
09/29/2009,2,21,25,45,50,21,,02 21 25 45 50 MB:21
09/25/2009,7,27,42,49,52,19,,07 27 42 49 52 MB:19
09/22/2009,26,29,33,39,46,24,,26 29 33 39 46 MB:24
09/18/2009,18,27,31,36,52,33,,18 27 31 36 52 MB:33
09/15/2009,29,30,32,35,41,39,,29 30 32 35 41 MB:39
09/11/2009,16,27,48,49,54,2,,16 27 48 49 54 MB:2
09/08/2009,4,10,18,28,50,35,,04 10 18 28 50 MB:35
09/04/2009,2,4,6,21,44,37,,02 04 06 21 44 MB:37
09/01/2009,2,9,28,51,53,19,,02 09 28 51 53 MB:19
08/28/2009,1,17,31,37,54,31,,01 17 31 37 54 MB:31
08/25/2009,3,12,19,22,40,2,,03 12 19 22 40 MB:2
08/21/2009,9,38,44,48,49,13,,09 38 44 48 49 MB:13
08/18/2009,4,5,26,37,56,25,,04 05 26 37 56 MB:25
08/14/2009,8,22,25,33,35,46,,08 22 25 33 35 MB:46
08/11/2009,6,12,15,32,42,40,,06 12 15 32 42 MB:40
08/07/2009,7,18,35,45,56,3,,07 18 35 45 56 MB:3
08/04/2009,1,28,34,42,50,27,,01 28 34 42 50 MB:27
07/31/2009,17,35,44,52,56,22,,17 35 44 52 56 MB:22
07/28/2009,4,17,24,25,48,34,,04 17 24 25 48 MB:34
07/24/2009,3,6,43,51,52,36,,03 06 43 51 52 MB:36
07/21/2009,3,8,21,50,52,2,,03 08 21 50 52 MB:2
07/17/2009,8,17,40,47,50,13,,08 17 40 47 50 MB:13
07/14/2009,20,29,35,45,53,41,,20 29 35 45 53 MB:41
07/10/2009,5,10,26,27,28,4,,05 10 26 27 28 MB:4
07/07/2009,25,27,35,38,39,28,,25 27 35 38 39 MB:28
07/03/2009,5,6,7,11,25,31,,05 06 07 11 25 MB:31
06/30/2009,7,34,49,54,55,34,,07 34 49 54 55 MB:34
06/26/2009,11,15,17,29,46,16,,11 15 17 29 46 MB:16
06/23/2009,12,14,16,31,50,9,,12 14 16 31 50 MB:9
06/19/2009,4,9,12,16,46,44,,04 09 12 16 46 MB:44
06/16/2009,9,15,21,26,45,25,,09 15 21 26 45 MB:25
06/12/2009,6,11,20,32,44,38,,06 11 20 32 44 MB:38
06/09/2009,5,17,31,36,56,46,,05 17 31 36 56 MB:46
06/05/2009,5,20,38,41,52,20,,05 20 38 41 52 MB:20
06/02/2009,9,13,26,30,35,33,,09 13 26 30 35 MB:33
05/29/2009,23,30,36,39,48,34,,23 30 36 39 48 MB:34
05/26/2009,9,18,21,37,55,33,,09 18 21 37 55 MB:33
05/22/2009,3,29,34,42,49,29,,03 29 34 42 49 MB:29
05/19/2009,2,4,9,15,42,13,,02 04 09 15 42 MB:13
05/15/2009,7,12,24,36,48,27,,07 12 24 36 48 MB:27
05/12/2009,4,8,10,14,51,31,,04 08 10 14 51 MB:31
05/08/2009,12,27,29,32,34,34,,12 27 29 32 34 MB:34
05/05/2009,5,23,38,39,54,3,,05 23 38 39 54 MB:3
05/01/2009,9,16,24,40,43,35,,09 16 24 40 43 MB:35
04/28/2009,15,20,24,36,44,6,,15 20 24 36 44 MB:6
04/24/2009,9,20,21,48,49,7,,09 20 21 48 49 MB:7
04/21/2009,5,24,37,47,52,6,,05 24 37 47 52 MB:6
04/17/2009,5,13,26,35,45,32,,05 13 26 35 45 MB:32
04/14/2009,4,11,22,48,50,42,,04 11 22 48 50 MB:42
04/10/2009,18,25,36,42,51,22,,18 25 36 42 51 MB:22
04/07/2009,2,4,13,17,36,15,,02 04 13 17 36 MB:15
04/03/2009,16,22,38,39,48,42,,16 22 38 39 48 MB:42
03/31/2009,14,39,47,48,53,29,,14 39 47 48 53 MB:29
03/27/2009,10,15,24,38,50,19,,10 15 24 38 50 MB:19
03/24/2009,4,25,34,43,44,45,,04 25 34 43 44 MB:45
03/20/2009,15,16,20,39,40,26,,15 16 20 39 40 MB:26
03/17/2009,9,15,24,28,31,17,,09 15 24 28 31 MB:17
03/13/2009,10,12,26,46,50,23,,10 12 26 46 50 MB:23
03/10/2009,2,27,31,39,40,23,,02 27 31 39 40 MB:23
03/06/2009,11,18,37,46,55,45,,11 18 37 46 55 MB:45
03/03/2009,26,32,35,43,52,10,,26 32 35 43 52 MB:10
02/27/2009,24,37,44,50,56,35,,24 37 44 50 56 MB:35
02/24/2009,1,27,28,35,40,6,,01 27 28 35 40 MB:6
02/20/2009,21,28,41,45,55,24,,21 28 41 45 55 MB:24
02/17/2009,1,9,23,27,33,24,,01 09 23 27 33 MB:24
02/13/2009,25,36,37,40,51,20,,25 36 37 40 51 MB:20
02/10/2009,18,29,38,43,47,7,,18 29 38 43 47 MB:7
02/06/2009,2,12,18,28,31,3,,02 12 18 28 31 MB:3
02/03/2009,4,15,29,43,56,29,,04 15 29 43 56 MB:29
01/30/2009,13,16,19,53,55,2,,13 16 19 53 55 MB:2
01/27/2009,3,11,12,14,21,25,,03 11 12 14 21 MB:25
01/23/2009,2,17,20,27,28,7,,02 17 20 27 28 MB:7
01/20/2009,1,9,10,35,46,9,,01 09 10 35 46 MB:9
01/16/2009,2,4,21,39,51,29,,02 04 21 39 51 MB:29
01/13/2009,22,25,33,36,48,40,,22 25 33 36 48 MB:40
01/09/2009,23,25,30,45,50,8,,23 25 30 45 50 MB:8
01/06/2009,3,11,12,19,33,30,,03 11 12 19 33 MB:30
01/02/2009,2,11,19,21,34,38,,02 11 19 21 34 MB:38
12/30/2008,1,22,29,44,52,39,,01 22 29 44 52 MB:39
12/26/2008,6,19,29,33,37,31,,06 19 29 33 37 MB:31
12/23/2008,1,8,13,27,41,45,,01 08 13 27 41 MB:45
12/19/2008,3,13,16,39,54,32,,03 13 16 39 54 MB:32
12/16/2008,10,14,16,29,40,6,,10 14 16 29 40 MB:6
12/12/2008,10,16,19,27,48,25,,10 16 19 27 48 MB:25
12/09/2008,11,12,26,31,33,27,,11 12 26 31 33 MB:27
12/05/2008,21,27,46,52,55,14,,21 27 46 52 55 MB:14
12/02/2008,2,17,22,32,51,35,,02 17 22 32 51 MB:35
11/28/2008,10,30,44,46,48,44,,10 30 44 46 48 MB:44
11/25/2008,2,11,22,51,52,46,,02 11 22 51 52 MB:46
11/21/2008,1,22,52,53,56,45,,01 22 52 53 56 MB:45
11/18/2008,10,15,22,52,53,12,,10 15 22 52 53 MB:12
11/14/2008,3,18,19,30,34,3,,03 18 19 30 34 MB:3
11/11/2008,5,27,38,42,55,41,,05 27 38 42 55 MB:41
11/07/2008,14,24,32,43,44,21,,14 24 32 43 44 MB:21
11/04/2008,10,21,23,41,55,9,,10 21 23 41 55 MB:9
10/31/2008,2,7,17,29,47,40,,02 07 17 29 47 MB:40
10/28/2008,6,39,45,46,48,36,,06 39 45 46 48 MB:36
10/24/2008,5,33,34,47,52,18,,05 33 34 47 52 MB:18
10/21/2008,16,19,39,42,44,38,,16 19 39 42 44 MB:38
10/17/2008,7,15,27,28,31,35,,07 15 27 28 31 MB:35
10/14/2008,14,35,41,42,51,23,,14 35 41 42 51 MB:23
10/10/2008,14,15,43,46,48,21,,14 15 43 46 48 MB:21
10/07/2008,2,25,35,38,42,34,,02 25 35 38 42 MB:34
10/03/2008,13,28,32,41,52,16,,13 28 32 41 52 MB:16
09/30/2008,9,30,35,39,49,36,,09 30 35 39 49 MB:36
09/26/2008,6,13,14,31,36,36,,06 13 14 31 36 MB:36
09/23/2008,9,32,34,43,52,4,,09 32 34 43 52 MB:4
09/19/2008,2,9,41,48,51,37,,02 09 41 48 51 MB:37
09/16/2008,13,24,39,51,52,44,,13 24 39 51 52 MB:44
09/12/2008,1,12,14,25,35,38,,01 12 14 25 35 MB:38
09/09/2008,22,23,28,49,52,2,,22 23 28 49 52 MB:2
09/05/2008,1,6,15,27,46,39,,01 06 15 27 46 MB:39
09/02/2008,14,23,43,44,54,39,,14 23 43 44 54 MB:39
08/29/2008,21,25,26,50,51,22,,21 25 26 50 51 MB:22
08/26/2008,6,16,24,34,36,30,,06 16 24 34 36 MB:30
08/22/2008,12,13,15,41,42,37,,12 13 15 41 42 MB:37
08/19/2008,9,18,19,26,40,38,,09 18 19 26 40 MB:38
08/15/2008,8,23,29,30,53,7,,08 23 29 30 53 MB:7
08/12/2008,2,7,23,38,40,40,,02 07 23 38 40 MB:40
08/08/2008,11,17,28,32,50,33,,11 17 28 32 50 MB:33
08/05/2008,9,21,36,38,55,13,,09 21 36 38 55 MB:13
08/01/2008,9,13,17,18,56,2,,09 13 17 18 56 MB:2
07/29/2008,11,13,20,30,42,3,,11 13 20 30 42 MB:3
07/25/2008,2,16,19,35,52,17,,02 16 19 35 52 MB:17
07/22/2008,2,16,23,29,32,46,,02 16 23 29 32 MB:46
07/18/2008,17,29,36,53,55,26,,17 29 36 53 55 MB:26
07/15/2008,19,24,34,45,51,40,,19 24 34 45 51 MB:40
07/11/2008,5,14,16,39,51,34,,05 14 16 39 51 MB:34
07/08/2008,1,20,22,29,41,35,,01 20 22 29 41 MB:35
07/04/2008,1,3,12,19,20,28,,01 03 12 19 20 MB:28
07/01/2008,1,22,33,43,52,36,,01 22 33 43 52 MB:36
06/27/2008,8,14,22,39,50,44,,08 14 22 39 50 MB:44
06/24/2008,10,22,36,50,53,39,,10 22 36 50 53 MB:39
06/20/2008,11,17,25,36,42,13,,11 17 25 36 42 MB:13
06/17/2008,5,14,25,47,49,36,,05 14 25 47 49 MB:36
06/13/2008,8,9,14,38,44,36,,08 09 14 38 44 MB:36
06/10/2008,3,5,15,43,51,11,,03 05 15 43 51 MB:11
06/06/2008,8,9,43,44,54,27,,08 09 43 44 54 MB:27
06/03/2008,4,19,24,32,54,5,,04 19 24 32 54 MB:5
05/30/2008,39,40,47,53,55,32,,39 40 47 53 55 MB:32
05/27/2008,14,24,32,45,49,17,,14 24 32 45 49 MB:17
05/23/2008,4,8,11,22,30,4,,04 08 11 22 30 MB:4
05/20/2008,2,14,26,32,41,32,,02 14 26 32 41 MB:32
05/16/2008,6,11,39,46,47,26,,06 11 39 46 47 MB:26
05/13/2008,20,24,27,31,47,15,,20 24 27 31 47 MB:15
05/09/2008,16,31,43,46,56,22,,16 31 43 46 56 MB:22
05/06/2008,4,21,46,53,54,26,,04 21 46 53 54 MB:26
05/02/2008,8,28,37,53,55,26,,08 28 37 53 55 MB:26
04/29/2008,19,24,35,44,51,26,,19 24 35 44 51 MB:26
04/25/2008,19,32,37,45,52,41,,19 32 37 45 52 MB:41
04/22/2008,3,22,31,48,54,9,,03 22 31 48 54 MB:9
04/18/2008,24,28,36,50,53,29,,24 28 36 50 53 MB:29
04/15/2008,12,13,27,48,50,30,,12 13 27 48 50 MB:30
04/11/2008,14,18,27,31,42,7,,14 18 27 31 42 MB:7
04/08/2008,8,9,31,37,44,38,,08 09 31 37 44 MB:38
04/04/2008,3,5,40,45,49,17,,03 05 40 45 49 MB:17
04/01/2008,4,17,26,46,56,25,,04 17 26 46 56 MB:25
03/28/2008,7,26,27,40,43,10,,07 26 27 40 43 MB:10
03/25/2008,38,42,43,48,53,12,,38 42 43 48 53 MB:12
03/21/2008,5,8,17,19,41,21,,05 08 17 19 41 MB:21
03/18/2008,13,15,20,25,44,37,,13 15 20 25 44 MB:37
03/14/2008,3,12,18,25,52,21,,03 12 18 25 52 MB:21
03/11/2008,4,13,35,41,47,44,,04 13 35 41 47 MB:44
03/07/2008,19,32,33,41,48,12,,19 32 33 41 48 MB:12
03/04/2008,7,15,30,33,56,22,,07 15 30 33 56 MB:22
02/29/2008,5,17,22,26,55,38,,05 17 22 26 55 MB:38
02/26/2008,9,12,30,36,55,15,,09 12 30 36 55 MB:15
02/22/2008,7,12,13,19,22,10,,07 12 13 19 22 MB:10
02/19/2008,1,38,42,55,56,34,,01 38 42 55 56 MB:34
02/15/2008,7,11,26,30,53,14,,07 11 26 30 53 MB:14
02/12/2008,14,27,39,47,50,12,,14 27 39 47 50 MB:12
02/08/2008,21,30,43,46,50,18,,21 30 43 46 50 MB:18
02/05/2008,4,5,17,40,51,38,,04 05 17 40 51 MB:38
02/01/2008,3,14,30,44,56,5,,03 14 30 44 56 MB:5
01/29/2008,8,23,39,40,42,24,,08 23 39 40 42 MB:24
01/25/2008,5,12,22,38,56,22,,05 12 22 38 56 MB:22
01/22/2008,12,15,22,25,33,2,,12 15 22 25 33 MB:2
01/18/2008,12,22,33,43,44,15,,12 22 33 43 44 MB:15
01/15/2008,21,30,42,44,50,6,,21 30 42 44 50 MB:6
01/11/2008,22,36,42,45,55,42,,22 36 42 45 55 MB:42
01/08/2008,10,29,45,52,54,10,,10 29 45 52 54 MB:10
01/04/2008,24,31,39,40,56,32,,24 31 39 40 56 MB:32
01/01/2008,13,16,25,30,54,11,,13 16 25 30 54 MB:11
12/28/2007,2,19,22,28,54,25,,02 19 22 28 54 MB:25
12/21/2007,14,19,20,43,53,7,,14 19 20 43 53 MB:7
12/18/2007,3,23,46,48,49,2,,03 23 46 48 49 MB:2
12/14/2007,4,7,12,17,30,44,,04 07 12 17 30 MB:44
12/11/2007,6,25,27,30,45,46,,06 25 27 30 45 MB:46
12/07/2007,12,18,26,28,51,35,,12 18 26 28 51 MB:35
12/04/2007,16,27,30,45,53,43,,16 27 30 45 53 MB:43
11/30/2007,5,6,12,26,51,7,,05 06 12 26 51 MB:7
11/27/2007,9,10,26,29,39,10,,09 10 26 29 39 MB:10
11/23/2007,18,21,33,42,56,11,,18 21 33 42 56 MB:11
11/20/2007,14,20,23,42,43,6,,14 20 23 42 43 MB:6
11/16/2007,12,13,30,31,39,29,,12 13 30 31 39 MB:29
11/13/2007,15,26,36,39,40,45,,15 26 36 39 40 MB:45
11/09/2007,11,33,41,42,46,21,,11 33 41 42 46 MB:21
11/06/2007,3,17,43,46,47,2,,03 17 43 46 47 MB:2
11/02/2007,1,3,34,49,52,19,,01 03 34 49 52 MB:19
10/30/2007,2,8,44,46,51,22,,02 08 44 46 51 MB:22
10/26/2007,12,20,24,38,51,3,,12 20 24 38 51 MB:3
10/23/2007,2,7,45,52,53,18,,02 07 45 52 53 MB:18
10/19/2007,5,15,18,23,46,14,,05 15 18 23 46 MB:14
10/16/2007,1,2,5,41,44,25,,01 02 05 41 44 MB:25
10/12/2007,21,26,34,44,54,23,,21 26 34 44 54 MB:23
10/09/2007,1,10,17,32,51,44,,01 10 17 32 51 MB:44
10/05/2007,10,19,37,40,48,1,,10 19 37 40 48 MB:1
10/02/2007,28,37,40,43,44,20,,28 37 40 43 44 MB:20
09/28/2007,4,13,20,25,33,42,,04 13 20 25 33 MB:42
09/25/2007,2,19,23,47,54,16,,02 19 23 47 54 MB:16
09/21/2007,5,21,23,33,45,43,,05 21 23 33 45 MB:43
09/18/2007,20,24,31,34,49,8,,20 24 31 34 49 MB:8
09/14/2007,5,9,12,33,40,27,,05 09 12 33 40 MB:27
09/11/2007,9,10,17,21,35,6,,09 10 17 21 35 MB:6
09/07/2007,14,19,27,34,48,3,,14 19 27 34 48 MB:3
09/04/2007,3,6,11,42,46,38,,03 06 11 42 46 MB:38
08/31/2007,8,18,22,40,44,11,,08 18 22 40 44 MB:11
08/28/2007,37,40,48,53,56,44,,37 40 48 53 56 MB:44
08/24/2007,4,21,46,51,53,5,,04 21 46 51 53 MB:5
08/21/2007,8,38,54,55,56,2,,08 38 54 55 56 MB:2
08/17/2007,2,8,33,38,53,12,,02 08 33 38 53 MB:12
08/14/2007,5,8,9,24,34,17,,05 08 09 24 34 MB:17
08/10/2007,10,20,32,33,54,39,,10 20 32 33 54 MB:39
08/07/2007,36,41,50,55,56,9,,36 41 50 55 56 MB:9
08/03/2007,16,29,42,46,51,40,,16 29 42 46 51 MB:40
07/31/2007,5,18,37,39,43,42,,05 18 37 39 43 MB:42
07/27/2007,7,12,35,54,55,2,,07 12 35 54 55 MB:2
07/24/2007,8,17,20,23,50,17,,08 17 20 23 50 MB:17
07/20/2007,6,13,30,41,52,26,,06 13 30 41 52 MB:26
07/17/2007,16,30,38,46,51,5,,16 30 38 46 51 MB:5
07/13/2007,7,39,41,48,53,21,,07 39 41 48 53 MB:21
07/10/2007,19,24,30,34,56,19,,19 24 30 34 56 MB:19
07/06/2007,3,9,12,25,47,37,,03 09 12 25 47 MB:37
07/03/2007,21,35,37,39,40,35,,21 35 37 39 40 MB:35
06/29/2007,1,17,40,51,52,7,,01 17 40 51 52 MB:7
06/26/2007,4,10,20,29,45,21,,04 10 20 29 45 MB:21
06/22/2007,11,14,21,24,31,23,,11 14 21 24 31 MB:23
06/19/2007,5,16,31,49,54,19,,05 16 31 49 54 MB:19
06/15/2007,1,5,16,26,30,21,,01 05 16 26 30 MB:21
06/12/2007,3,13,19,31,50,21,,03 13 19 31 50 MB:21
06/08/2007,6,26,29,31,39,31,,06 26 29 31 39 MB:31
06/05/2007,27,35,38,49,56,15,,27 35 38 49 56 MB:15
06/01/2007,12,19,29,32,48,9,,12 19 29 32 48 MB:9
05/29/2007,2,24,44,51,54,7,,02 24 44 51 54 MB:7
05/25/2007,10,14,22,42,43,1,,10 14 22 42 43 MB:1
05/22/2007,2,7,11,22,36,35,,02 07 11 22 36 MB:35
05/18/2007,13,23,24,30,44,5,,13 23 24 30 44 MB:5
05/15/2007,6,13,42,46,56,42,,06 13 42 46 56 MB:42
05/11/2007,28,30,33,48,54,25,,28 30 33 48 54 MB:25
05/08/2007,16,24,41,43,54,36,,16 24 41 43 54 MB:36
05/04/2007,4,9,20,45,55,34,,04 09 20 45 55 MB:34
05/01/2007,11,16,31,52,53,42,,11 16 31 52 53 MB:42
04/27/2007,5,7,26,38,56,15,,05 07 26 38 56 MB:15
04/24/2007,8,10,35,36,43,14,,08 10 35 36 43 MB:14
04/20/2007,1,9,10,23,53,40,,01 09 10 23 53 MB:40
04/17/2007,1,4,11,31,47,37,,01 04 11 31 47 MB:37
04/13/2007,11,14,21,25,26,33,,11 14 21 25 26 MB:33
